c:\Users\PCmen\Desktop\PP2\dataset\rose\0000.jpg,dataset\rose\0000.jpg,rose
c:\Users\PCmen\Desktop\PP2\dataset\rose\0001.jpg,dataset\rose\0001.jpg,rose
c:\Users\PCmen\Desktop\PP2\dataset\rose\0002.jpg,dataset\rose\0002.jpg,rose
c:\Users\PCmen\Desktop\PP2\dataset\rose\0003.jpg,dataset\rose\0003.jpg,rose
c:\Users\PCmen\Desktop\PP2\dataset\rose\0004.jpg,dataset\rose\0004.jpg,rose
c:\Users\PCmen\Desktop\PP2\dataset\rose\0005.jpg,dataset\rose\0005.jpg,rose
c:\Users\PCmen\Desktop\PP2\dataset\rose\0006.jpg,dataset\rose\0006.jpg,rose
c:\Users\PCmen\Desktop\PP2\dataset\rose\0007.jpg,dataset\rose\0007.jpg,rose
c:\Users\PCmen\Desktop\PP2\dataset\rose\0008.jpg,dataset\rose\0008.jpg,rose
c:\Users\PCmen\Desktop\PP2\dataset\rose\0009.jpg,dataset\rose\0009.jpg,rose
c:\Users\PCmen\Desktop\PP2\dataset\rose\0010.jpg,dataset\rose\0010.jpg,rose
c:\Users\PCmen\Desktop\PP2\dataset\rose\0011.jpg,dataset\rose\0011.jpg,rose
c:\Users\PCmen\Desktop\PP2\dataset\rose\0012.jpg,dataset\rose\0012.jpg,rose
c:\Users\PCmen\Desktop\PP2\dataset\rose\0013.jpg,dataset\rose\0013.jpg,rose
c:\Users\PCmen\Desktop\PP2\dataset\rose\0014.jpg,dataset\rose\0014.jpg,rose
c:\Users\PCmen\Desktop\PP2\dataset\rose\0015.jpg,dataset\rose\0015.jpg,rose
c:\Users\PCmen\Desktop\PP2\dataset\rose\0016.jpg,dataset\rose\0016.jpg,rose
c:\Users\PCmen\Desktop\PP2\dataset\rose\0017.jpg,dataset\rose\0017.jpg,rose
c:\Users\PCmen\Desktop\PP2\dataset\rose\0018.jpg,dataset\rose\0018.jpg,rose
c:\Users\PCmen\Desktop\PP2\dataset\rose\0019.jpg,dataset\rose\0019.jpg,rose
c:\Users\PCmen\Desktop\PP2\dataset\rose\0020.jpg,dataset\rose\0020.jpg,rose
c:\Users\PCmen\Desktop\PP2\dataset\rose\0021.jpg,dataset\rose\0021.jpg,rose
c:\Users\PCmen\Desktop\PP2\dataset\rose\0022.jpg,dataset\rose\0022.jpg,rose
c:\Users\PCmen\Desktop\PP2\dataset\rose\0023.jpg,dataset\rose\0023.jpg,rose
c:\Users\PCmen\Desktop\PP2\dataset\rose\0024.jpg,dataset\rose\0024.jpg,rose
c:\Users\PCmen\Desktop\PP2\dataset\rose\0025.jpg,dataset\rose\0025.jpg,rose
c:\Users\PCmen\Desktop\PP2\dataset\rose\0026.jpg,dataset\rose\0026.jpg,rose
c:\Users\PCmen\Desktop\PP2\dataset\rose\0027.jpg,dataset\rose\0027.jpg,rose
c:\Users\PCmen\Desktop\PP2\dataset\rose\0028.jpg,dataset\rose\0028.jpg,rose
c:\Users\PCmen\Desktop\PP2\dataset\rose\0029.jpg,dataset\rose\0029.jpg,rose
c:\Users\PCmen\Desktop\PP2\dataset\rose\0030.jpg,dataset\rose\0030.jpg,rose
c:\Users\PCmen\Desktop\PP2\dataset\rose\0031.jpg,dataset\rose\0031.jpg,rose
c:\Users\PCmen\Desktop\PP2\dataset\rose\0032.jpg,dataset\rose\0032.jpg,rose
c:\Users\PCmen\Desktop\PP2\dataset\rose\0033.jpg,dataset\rose\0033.jpg,rose
c:\Users\PCmen\Desktop\PP2\dataset\rose\0034.jpg,dataset\rose\0034.jpg,rose
c:\Users\PCmen\Desktop\PP2\dataset\rose\0035.jpg,dataset\rose\0035.jpg,rose
c:\Users\PCmen\Desktop\PP2\dataset\rose\0036.jpg,dataset\rose\0036.jpg,rose
c:\Users\PCmen\Desktop\PP2\dataset\rose\0037.jpg,dataset\rose\0037.jpg,rose
c:\Users\PCmen\Desktop\PP2\dataset\rose\0038.jpg,dataset\rose\0038.jpg,rose
c:\Users\PCmen\Desktop\PP2\dataset\rose\0039.jpg,dataset\rose\0039.jpg,rose
c:\Users\PCmen\Desktop\PP2\dataset\rose\0040.jpg,dataset\rose\0040.jpg,rose
c:\Users\PCmen\Desktop\PP2\dataset\rose\0041.jpg,dataset\rose\0041.jpg,rose
c:\Users\PCmen\Desktop\PP2\dataset\rose\0042.jpg,dataset\rose\0042.jpg,rose
c:\Users\PCmen\Desktop\PP2\dataset\rose\0043.jpg,dataset\rose\0043.jpg,rose
c:\Users\PCmen\Desktop\PP2\dataset\rose\0044.jpg,dataset\rose\0044.jpg,rose
c:\Users\PCmen\Desktop\PP2\dataset\rose\0045.jpg,dataset\rose\0045.jpg,rose
c:\Users\PCmen\Desktop\PP2\dataset\rose\0046.jpg,dataset\rose\0046.jpg,rose
c:\Users\PCmen\Desktop\PP2\dataset\rose\0047.jpg,dataset\rose\0047.jpg,rose
c:\Users\PCmen\Desktop\PP2\dataset\rose\0048.jpg,dataset\rose\0048.jpg,rose
c:\Users\PCmen\Desktop\PP2\dataset\rose\0049.jpg,dataset\rose\0049.jpg,rose
c:\Users\PCmen\Desktop\PP2\dataset\rose\0050.jpg,dataset\rose\0050.jpg,rose
c:\Users\PCmen\Desktop\PP2\dataset\rose\0051.jpg,dataset\rose\0051.jpg,rose
c:\Users\PCmen\Desktop\PP2\dataset\rose\0052.jpg,dataset\rose\0052.jpg,rose
c:\Users\PCmen\Desktop\PP2\dataset\rose\0053.jpg,dataset\rose\0053.jpg,rose
c:\Users\PCmen\Desktop\PP2\dataset\rose\0054.jpg,dataset\rose\0054.jpg,rose
c:\Users\PCmen\Desktop\PP2\dataset\rose\0055.jpg,dataset\rose\0055.jpg,rose
c:\Users\PCmen\Desktop\PP2\dataset\rose\0056.jpg,dataset\rose\0056.jpg,rose
c:\Users\PCmen\Desktop\PP2\dataset\rose\0057.jpg,dataset\rose\0057.jpg,rose
c:\Users\PCmen\Desktop\PP2\dataset\rose\0058.jpg,dataset\rose\0058.jpg,rose
c:\Users\PCmen\Desktop\PP2\dataset\rose\0059.jpg,dataset\rose\0059.jpg,rose
c:\Users\PCmen\Desktop\PP2\dataset\rose\0060.jpg,dataset\rose\0060.jpg,rose
c:\Users\PCmen\Desktop\PP2\dataset\rose\0061.jpg,dataset\rose\0061.jpg,rose
c:\Users\PCmen\Desktop\PP2\dataset\rose\0062.jpg,dataset\rose\0062.jpg,rose
c:\Users\PCmen\Desktop\PP2\dataset\rose\0063.jpg,dataset\rose\0063.jpg,rose
c:\Users\PCmen\Desktop\PP2\dataset\rose\0064.jpg,dataset\rose\0064.jpg,rose
c:\Users\PCmen\Desktop\PP2\dataset\rose\0065.jpg,dataset\rose\0065.jpg,rose
c:\Users\PCmen\Desktop\PP2\dataset\rose\0066.jpg,dataset\rose\0066.jpg,rose
c:\Users\PCmen\Desktop\PP2\dataset\rose\0067.jpg,dataset\rose\0067.jpg,rose
c:\Users\PCmen\Desktop\PP2\dataset\rose\0068.jpg,dataset\rose\0068.jpg,rose
c:\Users\PCmen\Desktop\PP2\dataset\rose\0069.jpg,dataset\rose\0069.jpg,rose
c:\Users\PCmen\Desktop\PP2\dataset\rose\0070.jpg,dataset\rose\0070.jpg,rose
c:\Users\PCmen\Desktop\PP2\dataset\rose\0071.jpg,dataset\rose\0071.jpg,rose
c:\Users\PCmen\Desktop\PP2\dataset\rose\0072.jpg,dataset\rose\0072.jpg,rose
c:\Users\PCmen\Desktop\PP2\dataset\rose\0073.jpg,dataset\rose\0073.jpg,rose
c:\Users\PCmen\Desktop\PP2\dataset\rose\0074.jpg,dataset\rose\0074.jpg,rose
c:\Users\PCmen\Desktop\PP2\dataset\rose\0075.jpg,dataset\rose\0075.jpg,rose
c:\Users\PCmen\Desktop\PP2\dataset\rose\0076.jpg,dataset\rose\0076.jpg,rose
c:\Users\PCmen\Desktop\PP2\dataset\rose\0077.jpg,dataset\rose\0077.jpg,rose
c:\Users\PCmen\Desktop\PP2\dataset\rose\0078.jpg,dataset\rose\0078.jpg,rose
c:\Users\PCmen\Desktop\PP2\dataset\rose\0079.jpg,dataset\rose\0079.jpg,rose
c:\Users\PCmen\Desktop\PP2\dataset\rose\0080.jpg,dataset\rose\0080.jpg,rose
c:\Users\PCmen\Desktop\PP2\dataset\rose\0081.jpg,dataset\rose\0081.jpg,rose
c:\Users\PCmen\Desktop\PP2\dataset\rose\0082.jpg,dataset\rose\0082.jpg,rose
c:\Users\PCmen\Desktop\PP2\dataset\rose\0083.jpg,dataset\rose\0083.jpg,rose
c:\Users\PCmen\Desktop\PP2\dataset\rose\0084.jpg,dataset\rose\0084.jpg,rose
c:\Users\PCmen\Desktop\PP2\dataset\rose\0085.jpg,dataset\rose\0085.jpg,rose
c:\Users\PCmen\Desktop\PP2\dataset\rose\0086.jpg,dataset\rose\0086.jpg,rose
c:\Users\PCmen\Desktop\PP2\dataset\rose\0087.jpg,dataset\rose\0087.jpg,rose
c:\Users\PCmen\Desktop\PP2\dataset\rose\0088.jpg,dataset\rose\0088.jpg,rose
c:\Users\PCmen\Desktop\PP2\dataset\rose\0089.jpg,dataset\rose\0089.jpg,rose
c:\Users\PCmen\Desktop\PP2\dataset\rose\0090.jpg,dataset\rose\0090.jpg,rose
c:\Users\PCmen\Desktop\PP2\dataset\rose\0091.jpg,dataset\rose\0091.jpg,rose
c:\Users\PCmen\Desktop\PP2\dataset\rose\0092.jpg,dataset\rose\0092.jpg,rose
c:\Users\PCmen\Desktop\PP2\dataset\rose\0093.jpg,dataset\rose\0093.jpg,rose
c:\Users\PCmen\Desktop\PP2\dataset\rose\0094.jpg,dataset\rose\0094.jpg,rose
c:\Users\PCmen\Desktop\PP2\dataset\rose\0095.jpg,dataset\rose\0095.jpg,rose
c:\Users\PCmen\Desktop\PP2\dataset\rose\0096.jpg,dataset\rose\0096.jpg,rose
c:\Users\PCmen\Desktop\PP2\dataset\rose\0097.jpg,dataset\rose\0097.jpg,rose
c:\Users\PCmen\Desktop\PP2\dataset\rose\0098.jpg,dataset\rose\0098.jpg,rose
c:\Users\PCmen\Desktop\PP2\dataset\rose\0099.jpg,dataset\rose\0099.jpg,rose
